"","name","date","project","email_count","svn_count","watches","votes","jira_count","jira_type","jira_priority"
"223","cm_t1",6,"team1",2,33,0,0,0,0,0
"224","cm_t1",6,"team1",2,14,0,0,0,0,0
"225","cm_t1",6,"team1",2,10,0,0,0,0,0
"226","cm_t1",6,"team1",2,5,0,0,0,0,0
"227","cm_t1",6,"team1",2,4,0,0,0,0,0
"228","cm_t1",6,"team1",2,3,0,0,0,0,0
"229","cm_t1",6,"team1",2,5,0,0,0,0,0
"230","cm_t1",6,"team1",2,7,0,0,0,0,0
"231","cm_t1",6,"team1",4,7,0,0,0,0,0
"232","cm_t1",6,"team1",4,5,0,0,0,0,0
"233","cm_t1",6,"team1",4,5,0,0,0,0,0
"234","cm_t1",6,"team1",4,4,0,0,0,0,0
"235","cm_t1",6,"team1",4,33,0,0,0,0,0
"236","cm_t1",6,"team1",4,14,0,0,0,0,0
"237","cm_t1",6,"team1",4,10,0,0,0,0,0
"238","cm_t1",6,"team1",4,5,0,0,0,0,0
"239","cm_t1",6,"team1",4,4,0,0,0,0,0
"240","cm_t1",6,"team1",4,3,0,0,0,0,0
"241","cm_t1",6,"team1",4,5,0,0,0,0,0
"242","cm_t1",6,"team1",4,7,0,0,0,0,0
"243","cm_t1",6,"team1",2,7,0,0,0,0,0
"244","cm_t1",6,"team1",2,5,0,0,0,0,0
"245","cm_t1",6,"team1",2,5,0,0,0,0,0
"246","cm_t1",6,"team1",2,4,0,0,0,0,0
"247","cm_t1",6,"team1",2,33,0,0,0,0,0
"248","cm_t1",6,"team1",2,14,0,0,0,0,0
"249","cm_t1",6,"team1",2,10,0,0,0,0,0
"250","cm_t1",6,"team1",2,5,0,0,0,0,0
"251","cm_t1",6,"team1",2,4,0,0,0,0,0
"252","cm_t1",6,"team1",2,3,0,0,0,0,0
"253","cm_t1",6,"team1",2,5,0,0,0,0,0
"254","cm_t1",6,"team1",2,7,0,0,0,0,0
"255","cm_t1",6,"team1",6,7,0,0,0,0,0
"256","cm_t1",6,"team1",6,5,0,0,0,0,0
"257","cm_t1",6,"team1",6,5,0,0,0,0,0
"258","cm_t1",6,"team1",6,4,0,0,0,0,0
"259","cm_t1",6,"team1",6,33,0,0,0,0,0
